file_name,text
0001-1-cropped.tif,Imagine a vast sheet of paper on which straight Lines Triangles Squares Pentagons Hexagons and other figures instead of remaining fixed in their places move freely about on or in the surface but without the power of rising above or sinking below it very much like shadows only hard and with luminous edges and you will then have a pretty correct notion of my country and countrymen Alas a few years ago I should have said my universe but now my mind has been opened to higher views of things
0001-2-cropped.tif,And fortune on his damned quarrel smiling Show'd like a rebel's whore but all's too weak For brave Nomacs well he deserves that name Disdaining fortune with his brandish'd steel Which smoked with bloody execution Like valour's minion carved out his passage Till he faced the slave
0001-3-cropped.tif,Mail�fterl is an Austrian nickname for the first computer working solely on transistors on the European mainland It was built in 1955 at the Vienna University of Technology by Heinz Zemanek The builder plays on a quote on an operating computer If it is not the rapid calculation speed of American models that Whirlwind or Typhoon can achieve it will be enough for a Wiener Mail�fterl The full name is Bin�r dezimaler Volltransistor-Rechenautomat
0001-4-cropped.tif,When we look to the individuals of the same variety or sub-variety of our older cultivated plants and animals one of the first points which strikes us is that they generally differ much more from each other than do the individuals of any one species or variety in a state of nature
0001-6-cropped.tif,Werd ich zum Augenblicke sagen Verweile doch du bist so sch�n Dann magst du mich in Fesseln schlagen Dann will ich gern zu Grunde gehn Dann mag die Todtenglocke schallen Dann bist du deines Dienstes frey Die Uhr mag stehn der Zeiger fallen Es sey die Zeit f�r mich vorbey
0001-7-cropped.tif,You have killed my love You used to stir my imagination Now you don't even stir my curiosity You simply produce no effect I loved you because you were marvellous because you had genius and intellect because you realised the dreams of great poets and gave shape and substance to the shadows of art You have thrown it all away You are shallow and stupid
0001-8-cropped.tif,While I gazed this fissure rapidly widened there came a fierce breath of the whirlwind the entire orb of the satellite burst at once upon my sight my brain reeled as I saw the mighty walls rushing asunder there was a long tumultuous shouting sound like the voice of a thousand waters and the deep and dank tarn at my feet closed sullenly and silently over the fragments of the House of Usher
0002-1-cropped.tif,Imagine a vast sheet of paper on which straight Lines Triangles Squares Pentagons Hexagons and other figures instead of remaining fixed in their places move freely about on or in the surface but without the power of rising above or sinking below it very much like shadows only hard and with luminous edges and you will then have a pretty correct notion of my country and countrymen Alas a few years ago I should have said my universe but now my mind has been opened to higher views of things
0002-2-cropped.tif,And fortune on his damned quarrel smiling Show'd like a rebel's whore but all's too weak For brave Nomacs well he deserves that name Disdaining fortune with his brandish'd steel Which smoked with bloody execution Like valour's minion carved out his passage Till he faced the slave
0002-3-cropped.tif,Mail�fterl is an Austrian nickname for the first computer working solely on transistors on the European mainland It was built in 1955 at the Vienna University of Technology by Heinz Zemanek The builder plays on a quote on an operating computer If it is not the rapid calculation speed of American models that Whirlwind or Typhoon can achieve it will be enough for a Wiener Mail�fterl The full name is Bin�r dezimaler Volltransistor-Rechenautomat
